,year,policedistrict,Aggravated Assault,All Other Offenses,Arson,Burglary,Curfew Violations,DUI,Disorderly Conduct,Drug Violations,Embezzlement,Forcible Rape,Forgery,Fraud,Gambling,Larceny,Liquor Law Violations,Motor Vehicle Theft,Murder Non Negligent Manslaughter,Other Assaults,Other Family Offenses,Other Sex Offenses,Prostitution,Rape,Robbery,Runaways,Stolen Property,Vagrancy,Vandalism,Weapons
12,2001.0,Baca County Sheriff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
13,2001.0,Basalt PD,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
14,2001.0,Bent County Sheriff,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
15,2001.0,Berthoud PD,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0
16,2001.0,Black Hawk PD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
17,2001.0,Boulder County Sheriff,7.0,234.0,5.0,12.0,0.0,28.0,18.0,22.0,0.0,3.0,1.0,2.0,0.0,18.0,174.0,14.0,0.0,23.0,0.0,2.0,0.0,,3.0,0.0,5.0,0.0,14.0,1.0
18,2001.0,Boulder PD,10.0,168.0,2.0,0.0,0.0,25.0,15.0,62.0,0.0,2.0,4.0,4.0,0.0,187.0,86.0,5.0,0.0,26.0,1.0,2.0,0.0,,3.0,0.0,3.0,0.0,25.0,2.0
19,2001.0,Bow Mar PD,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
20,2001.0,Breckenridge PD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
21,2001.0,Broomfield PD,3.0,152.0,1.0,8.0,65.0,20.0,33.0,61.0,0.0,0.0,3.0,5.0,0.0,161.0,114.0,12.0,0.0,51.0,3.0,4.0,0.0,,3.0,0.0,1.0,0.0,32.0,3.0
22,2001.0,Brush PD,0.0,12.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,,0.0,4.0,0.0,0.0,0.0,0.0
23,2001.0,Buena Vista PD,0.0,3.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0
24,2001.0,Burlington PD,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,19.0,1.0,0.0,2.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,4.0,0.0
25,2001.0,Castle Rock PD,0.0,13.0,0.0,3.0,1.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,2.0,0.0,6.0,0.0,0.0,0.0,,0.0,11.0,0.0,0.0,5.0,0.0
26,2001.0,Cedaredge PD,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
27,2001.0,Center PD,1.0,14.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0
28,2001.0,Central City PD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
29,2001.0,Chaffee County Sheriff,0.0,10.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0
30,2001.0,Cherry Hills Village PD,0.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
31,2001.0,Cheyenne County Sheriff,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0
32,2001.0,Clear Creek County Sheriff,0.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,4.0,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,1.0,0.0
33,2001.0,Colorado Dept. of Corrections,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
34,2001.0,Colorado Div. of Gaming,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
35,2001.0,Colorado School of Mines PD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
36,2001.0,Colorado Springs PD,58.0,2764.0,20.0,147.0,0.0,27.0,359.0,471.0,0.0,11.0,9.0,36.0,0.0,1223.0,446.0,88.0,0.0,334.0,3.0,36.0,0.0,,30.0,0.0,13.0,0.0,237.0,66.0
37,2001.0,Colorado State Patrol,1.0,108.0,0.0,0.0,0.0,216.0,0.0,70.0,0.0,0.0,0.0,5.0,0.0,0.0,32.0,12.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,1.0,0.0,5.0,4.0
38,2001.0,Colorado State Univ. - Fort Collins PD,0.0,4.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,2.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
39,2001.0,Columbine Valley PD,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0
40,2001.0,Commerce City PD,12.0,183.0,1.0,25.0,51.0,7.0,87.0,51.0,0.0,1.0,0.0,0.0,0.0,134.0,48.0,12.0,0.0,52.0,1.0,1.0,0.0,,2.0,1.0,12.0,0.0,39.0,11.0
41,2001.0,Conejos County Sheriff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
42,2001.0,Cortez PD,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,2.0,0.0,11.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0
43,2001.0,Costilla County Sheriff,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0
44,2001.0,Craig PD,2.0,26.0,0.0,0.0,10.0,3.0,0.0,5.0,0.0,0.0,3.0,1.0,0.0,12.0,38.0,1.0,0.0,16.0,0.0,1.0,0.0,,0.0,27.0,0.0,0.0,2.0,3.0
45,2001.0,Cripple Creek PD,0.0,11.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,4.0,0.0
46,2001.0,Crowley County Sheriff,0.0,6.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
47,2001.0,Custer County Sheriff,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0
48,2001.0,De Beque PD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
49,2001.0,Delta County Sheriff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
50,2001.0,Delta PD,0.0,5.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,5.0,0.0
51,2001.0,Denver PD,139.0,1693.0,22.0,167.0,2493.0,14.0,800.0,793.0,0.0,12.0,2.0,10.0,0.0,1260.0,223.0,479.0,7.0,1248.0,15.0,98.0,12.0,,71.0,610.0,10.0,0.0,401.0,189.0
52,2001.0,Dillon PD,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
53,2001.0,Dolores County Sheriff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
54,2001.0,Douglas County Sheriff,22.0,103.0,15.0,17.0,44.0,14.0,64.0,112.0,0.0,11.0,0.0,11.0,0.0,221.0,189.0,8.0,0.0,73.0,1.0,15.0,0.0,,2.0,0.0,2.0,0.0,20.0,9.0
55,2001.0,Durango PD,0.0,50.0,0.0,8.0,4.0,10.0,6.0,14.0,0.0,0.0,1.0,2.0,0.0,35.0,6.0,2.0,0.0,10.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0
56,2001.0,Eagle County Sheriff,1.0,24.0,0.0,4.0,0.0,5.0,0.0,19.0,0.0,1.0,1.0,1.0,0.0,6.0,48.0,0.0,0.0,6.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0
57,2001.0,Eaton PD,0.0,4.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0
58,2001.0,El Paso County Sheriff,43.0,99.0,9.0,56.0,94.0,12.0,108.0,110.0,0.0,7.0,1.0,3.0,0.0,76.0,65.0,36.0,0.0,112.0,3.0,18.0,0.0,,5.0,2.0,2.0,0.0,69.0,16.0
59,2001.0,Elbert County Sheriff,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0
60,2001.0,Elizabeth PD,0.0,12.0,0.0,4.0,0.0,1.0,18.0,9.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,6.0,0.0,1.0,0.0,,0.0,0.0,1.0,0.0,0.0,4.0
61,2001.0,Empire PD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
62,2001.0,Englewood PD,2.0,207.0,5.0,7.0,12.0,6.0,19.0,64.0,0.0,0.0,1.0,11.0,0.0,116.0,22.0,23.0,0.0,38.0,1.0,4.0,0.0,,2.0,0.0,5.0,0.0,33.0,5.0
63,2001.0,Erie PD,1.0,20.0,1.0,9.0,0.0,4.0,0.0,20.0,10.0,0.0,0.0,1.0,0.0,1.0,22.0,2.0,0.0,11.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
64,2001.0,Estes Park PD,2.0,9.0,0.0,3.0,0.0,1.0,1.0,14.0,0.0,0.0,0.0,3.0,0.0,16.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,4.0,0.0,0.0,4.0,0.0
65,2001.0,Evans PD,10.0,25.0,6.0,3.0,6.0,3.0,3.0,15.0,0.0,0.0,3.0,0.0,0.0,33.0,43.0,11.0,0.0,19.0,0.0,4.0,0.0,,1.0,18.0,2.0,0.0,39.0,0.0
66,2001.0,Federal Heights PD,2.0,44.0,0.0,3.0,40.0,3.0,5.0,22.0,0.0,0.0,2.0,1.0,0.0,72.0,9.0,5.0,0.0,10.0,0.0,1.0,0.0,,1.0,5.0,0.0,0.0,4.0,2.0
67,2001.0,Firestone PD,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
68,2001.0,Flagler Marshal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
69,2001.0,Florence PD,1.0,19.0,0.0,2.0,4.0,2.0,8.0,2.0,0.0,0.0,0.0,1.0,0.0,13.0,5.0,0.0,0.0,4.0,0.0,1.0,0.0,,0.0,1.0,0.0,0.0,7.0,0.0
70,2001.0,Fort Collins PD,23.0,272.0,12.0,38.0,6.0,26.0,124.0,107.0,2.0,8.0,10.0,6.0,0.0,359.0,120.0,23.0,0.0,72.0,0.0,16.0,0.0,,1.0,104.0,4.0,0.0,77.0,27.0
71,2001.0,Fort Lewis College PD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
72,2001.0,Fort Morgan PD,1.0,70.0,0.0,3.0,62.0,5.0,44.0,15.0,0.0,2.0,0.0,2.0,0.0,48.0,48.0,1.0,0.0,23.0,1.0,0.0,0.0,,0.0,5.0,1.0,0.0,23.0,0.0
73,2001.0,Fountain PD,1.0,23.0,0.0,8.0,3.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,26.0,3.0,0.0,0.0,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,3.0
74,2001.0,Frederick PD,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
75,2001.0,Fremont County Sheriff,4.0,21.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,35.0,1.0,0.0,5.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0
76,2001.0,Frisco PD,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0
77,2001.0,Garfield County Sheriff,2.0,21.0,0.0,3.0,0.0,4.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,1.0,0.0,13.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,6.0,1.0
78,2001.0,Georgetown PD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
79,2001.0,Gilcrest PD,0.0,54.0,0.0,3.0,0.0,3.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,11.0,0.0,6.0,0.0,,6.0,0.0,0.0,0.0,0.0,0.0
80,2001.0,Gilpin County Sheriff,0.0,13.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,3.0,0.0,0.0,1.0,0.0
81,2001.0,Glendale PD,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0
82,2001.0,Glenwood Springs PD,0.0,49.0,0.0,6.0,0.0,6.0,9.0,26.0,0.0,0.0,2.0,0.0,0.0,37.0,38.0,2.0,0.0,4.0,0.0,0.0,0.0,,0.0,2.0,1.0,0.0,12.0,5.0
83,2001.0,Golden PD,5.0,106.0,0.0,12.0,47.0,5.0,17.0,59.0,0.0,0.0,2.0,0.0,0.0,52.0,25.0,3.0,0.0,8.0,1.0,1.0,0.0,,1.0,1.0,0.0,0.0,5.0,4.0
84,2001.0,Grand County Sheriff,0.0,0.0,0.0,3.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0
85,2001.0,Grand Junction PD,16.0,420.0,17.0,18.0,0.0,14.0,67.0,86.0,5.0,0.0,6.0,18.0,0.0,170.0,138.0,10.0,1.0,44.0,0.0,6.0,0.0,,4.0,0.0,5.0,0.0,52.0,14.0
86,2001.0,Greeley PD,16.0,420.0,8.0,54.0,0.0,34.0,91.0,11.0,0.0,4.0,8.0,1.0,3.0,254.0,152.0,20.0,1.0,74.0,1.0,16.0,0.0,,5.0,3.0,7.0,0.0,84.0,21.0
87,2001.0,Greenwood Village PD,0.0,122.0,0.0,0.0,38.0,7.0,3.0,38.0,0.0,0.0,1.0,1.0,0.0,47.0,68.0,0.0,0.0,7.0,0.0,2.0,0.0,,2.0,1.0,0.0,0.0,7.0,5.0
88,2001.0,Gunnison County Sheriff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0
89,2001.0,Gunnison PD,5.0,18.0,0.0,2.0,0.0,2.0,2.0,7.0,0.0,0.0,1.0,1.0,0.0,17.0,16.0,1.0,0.0,5.0,0.0,0.0,0.0,,0.0,5.0,0.0,0.0,5.0,0.0
90,2001.0,Haxtun PD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
91,2001.0,Hinsdale County Sheriff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
92,2001.0,Holyoke PD,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
93,2001.0,Huerfano County Sheriff,1.0,6.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0
94,2001.0,Idaho Springs PD,3.0,10.0,0.0,2.0,3.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
95,2001.0,Ignacio PD,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
96,2001.0,Jackson County Sheriff,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
97,2001.0,Jefferson County Sheriff,7.0,216.0,6.0,20.0,105.0,6.0,36.0,94.0,1.0,0.0,0.0,0.0,0.0,171.0,242.0,6.0,0.0,29.0,1.0,12.0,0.0,,1.0,143.0,5.0,0.0,27.0,12.0
98,2001.0,Johnstown PD,2.0,19.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,4.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0
99,2001.0,Kersey PD,0.0,8.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,12.0,0.0
100,2001.0,Kiowa County Sheriff,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
101,2001.0,Kit Carson County Sheriff,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
102,2001.0,La Junta PD,8.0,67.0,3.0,3.0,17.0,1.0,39.0,2.0,0.0,1.0,0.0,4.0,0.0,46.0,32.0,1.0,0.0,29.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,10.0,0.0
103,2001.0,La Plata County Sheriff,0.0,7.0,0.0,3.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0
104,2001.0,La Salle PD,0.0,10.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
105,2001.0,Lafayette PD,20.0,111.0,0.0,10.0,16.0,3.0,31.0,22.0,0.0,0.0,2.0,0.0,0.0,41.0,120.0,5.0,0.0,6.0,2.0,5.0,0.0,,0.0,0.0,0.0,0.0,15.0,9.0
106,2001.0,Lake County Sheriff,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
107,2001.0,Lakeside PD,0.0,6.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,30.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,4.0,0.0
